TournamentTeamId,PlayerId,CountryCode,NameFirst,NameLast,CurrentHandle,ShowLastNameFirst,TournamentId,ErrorCode,Error
13549,13051,bg,Anton,Kolev,AFFICHKO,0,10000,,
13549,13054,bg,Simeon,Ganev,dream3r,0,10000,,
13549,16577,bg,Ivan,Vladimirov,graphic,0,10000,,
13549,13069,bg,Nikolay,Pantaleev,niki1,0,10000,,
13549,14221,bg,Teodor,Dimov,psycho,0,10000,,
